pair_id,english_text,spanish_text
695,"""You are mistaken, Elinor,"" said she warmly, ""in supposing I know very little of Willoughby.","-Estás equivocada, Elinor -dijo acaloradamente- al suponer que sé poco de Willoughby."
696,"I have not known him long indeed, but I am much better acquainted with him, than I am with any other creature in the world, except yourself and mama.","Es cierto que no lo he conocido durante mucho tiempo, pero me es más cercano que ninguna otra criatura del mundo, excepto tú y mamá."
697,It is not time or opportunity that is to determine intimacy;--it is disposition alone.,"No es el tiempo ni la ocasión los que determinan la intimidad: es sólo el carácter, la disposición de las personas."
698,"Seven years would be insufficient to make some people acquainted with each other, and seven days are more than enough for others.","Siete años podrían no bastar para que dos seres se conocieran bien, y siete días son más que suficientes para otros."
699,"I should hold myself guilty of greater impropriety in accepting a horse from my brother, than from Willoughby.",Me sentiría culpable de una mayor falta a las convenciones si aceptara un caballo de mi hermano que recibiéndolo de Willoughby.
700,"Of John I know very little, though we have lived together for years; but of Willoughby my judgment has long been formed.""","A John lo conozco muy poco, aunque hayamos vivido juntos durante años; pero respecto de Willoughby, hace tiempo que me he formado una opinión."
703,Opposition on so tender a subject would only attach her the more to her own opinion.,Oponérsele en un tema tan sensible sólo serviría para que se apegara más a su propia opinión.
706,"The reasons for this alteration were at the same time related, and they were such as to make further entreaty on his side impossible.","Al mismo tiempo le relató los motivos de este cambio, que eran de tal naturaleza como para imposibilitar toda insistencia de parte del joven."
709,"When you leave Barton to form your own establishment in a more lasting home, Queen Mab shall receive you.""","Cuando dejes Barton para establecerte en un hogar más permanente, Reina Mab * te estará esperando."
712,"Margaret related something to her the next day, which placed this matter in a still clearer light.","Al día siguiente, Margaret le contó algo que iluminó aún más este asunto."
714,"""Oh, Elinor!"" she cried, ""I have such a secret to tell you about Marianne.",Tengo un enorme secreto que contarte sobre Marianne.
715,"I am sure she will be married to Mr. Willoughby very soon.""",Estoy segura de que muy pronto se casará con el señor Willoughby.
718,"I am sure they will be married very soon, for he has got a lock of her hair.""","Estoy segura de que se casarán muy luego, porque él tiene un rizo de su pelo."
720,"It may be only the hair of some great uncle of HIS.""",Puede que sólo sea el pelo de un tío abuelo de él.
722,"I am almost sure it is, for I saw him cut it off.","Estoy casi segura de que lo es, porque lo vi cuando se lo cortaba."
725,Margaret's sagacity was not always displayed in a way so satisfactory to her sister.,No siempre Margaret mostraba su sagacidad de manera tan satisfactoria para su hermana.
727,This of course made every body laugh; and Elinor tried to laugh too.,"Esto, por supuesto, hizo reír a todo el mundo, y Elinor intentó reír también."
729,She was convinced that Margaret had fixed on a person whose name she could not bear with composure to become a standing joke with Mrs. Jennings.,Estaba convencida de que Margaret pensaba en una persona cuyo nombre ella no iba a aguantar con compostura que se transformara en broma habitual de la señora Jennings.
731,"""I never had any conjectures about it,"" replied Margaret; ""it was you who told me of it yourself.""","-Nunca he supuesto nada al respecto -respondió Margaret-, fuiste tú misma quien me lo dijo."
732,"This increased the mirth of the company, and Margaret was eagerly pressed to say something more.","Esto aumentó aún más el regocijo de la concurrencia, que comenzó a presionar insistentemente a Margaret para que dijera algo más."
733,"""Oh! pray, Miss Margaret, let us know all about it,"" said Mrs. Jennings.","-¡Ah! Se lo suplico, señorita Margaret, cuéntenos todo -dijo la señora Jennings-."
736,"But I know very well what it is; and I know where he is too.""",Pero lo sé muy bien; y sé dónde está él también.
737,"""Yes, yes, we can guess where he is; at his own house at Norland to be sure.","-Sí, sí, podemos adivinar dónde se encuentra: en su propia casa en Norland, con toda seguridad."
741,"""Margaret,"" said Marianne with great warmth, ""you know that all this is an invention of your own, and that there is no such person in existence.""","-Margaret -dijo Marianne, enérgicamente-, sabes bien que todo esto es invención tuya, y que no hay tal persona."
742,"""Well, then, he is lately dead, Marianne, for I am sure there was such a man once, and his name begins with an F.""","-Bien, entonces, ha muerto recientemente, Marianne, porque estoy segura de que este hombre existió, y su nombre comienza con F."
746,But not so easily did Elinor recover from the alarm into which it had thrown her.,Pero a Elinor no le fue igualmente fácil reponerse del estado de inquietud a que la había empujado.
752,Their intended excursion to Whitwell turned out very different from what Elinor had expected.,La planeada excursión a Whitwell resultó muy diferente a la que Elinor había esperado.
753,"She was prepared to be wet through, fatigued, and frightened; but the event was still more unfortunate, for they did not go at all.","Se había preparado para quedar completamente mojada, cansada y asustada; pero la ocasión resultó incluso más desafortunada, porque ni siquiera fueron."
754,"By ten o'clock the whole party was assembled at the park, where they were to breakfast.","Hacia las diez de la mañana todos estaban reunidos en Barton Park, donde iban a desayunar."
755,"The morning was rather favourable, though it had rained all night, as the clouds were then dispersing across the sky, and the sun frequently appeared.","Aunque había llovido toda la noche el tiempo estaba bastante bueno, pues las nubes se iban dispersando por todo el cielo y el sol aparecía con alguna frecuencia."
756,"They were all in high spirits and good humour, eager to be happy, and determined to submit to the greatest inconveniences and hardships rather than be otherwise.","Estaban todos de excelente ánimo y buen humor, ansiosos de la oportunidad de sentirse felices, y decididos a someterse a los mayores inconvenientes y fatigas para lograrlo."
758,"Among the rest there was one for Colonel Brandon;--he took it, looked at the direction, changed colour, and immediately left the room.","Entre las cartas había una para el coronel Brandon. El la cogió, miró la dirección, su rostro cambió de color y de inmediato abandonó el cuarto."
761,"""I hope he has had no bad news,"" said Lady Middleton.",-Espero que no se trate de malas noticias -dijo lady Middleton-.
762,"""It must be something extraordinary that could make Colonel Brandon leave my breakfast table so suddenly.""",Tiene que ser algo extraordinario para hacer que el coronel Brandon dejara mi mesa de desayuno de manera tan repentina.
764,"""No bad news, Colonel, I hope;"" said Mrs. Jennings, as soon as he entered the room.","-¿Espero que no sean malas noticias, coronel? -preguntó la señora Jennings no bien lo vio entrar en la habitación."
767,"I hope it is not to say that your sister is worse.""",¿Espero que no fuera para comunicarle que su hermana ha empeorado?
769,"It came from town, and is merely a letter of business.""","Venía de la ciudad, y es simplemente una carta de negocios."
770,"""But how came the hand to discompose you so much, if it was only a letter of business?","-Pero, ¿cómo pudo descomponerse tanto al ver la letra, si era sólo una carta de negocios?"
771,"Come, come, this won't do, Colonel; so let us hear the truth of it."" ""My dear madam,"" said Lady Middleton, ""recollect what you are saying.""","Vamos, vamos, coronel; esa explicación no sirve; cuéntenos la verdad. -Mi querida señora -dijo lady Middleton-, fijese bien en lo que dice."
772,"""Perhaps it is to tell you that your cousin Fanny is married?"" said Mrs. Jennings, without attending to her daughter's reproof.","¿Acaso es para decirle que su prima Fanny se ha casado? -continuó la señora Jennings, sin hacer caso al reproche de su hija."
778,"""I am particularly sorry, ma'am,"" said he, addressing Lady Middleton, ""that I should receive this letter today, for it is on business which requires my immediate attendance in town.""","-Lamento muy especialmente, señora -manifestó el coronel dirigiéndose a lady Middleton- haber recibido esta carta hoy, porque se trata de negocios que demandan mi inmediata presencia en la ciudad."
780,"""What can you have to do in town at this time of year?""",¿Qué puede tener que hacer usted en la ciudad en esta época del año?
783,"""But if you write a note to the housekeeper, Mr. Brandon,"" said Marianne, eagerly, ""will it not be sufficient?""","-¿Pero no sería suficiente, señor Brandon -inquirió Marianne con una cierta desazón-, si usted le escribe una nota al cuidador de la casa?"
785,"""We must go,"" said Sir John.--""It shall not be put off when we are so near it.",-Debemos ir -dijo sir John-. No lo vamos a postergar cuando estamos por partir.
786,"You cannot go to town till tomorrow, Brandon, that is all.""","Usted, Brandon, tendrá que ir a la ciudad mañana, y no hay más que decir."
788,"But it is not in my power to delay my journey for one day!""",Pero no está en mi poder retrasar mi viaje ni un solo día.
789,"""If you would but let us know what your business is,"" said Mrs. Jennings, ""we might see whether it could be put off or not.""","-Si nos permitiera saber qué negocio es el que lo llama -dijo la señora Jennings-, podríamos ver si se puede posponer o no."
790,"""You would not be six hours later,"" said Willoughby, ""if you were to defer your journey till our return.""","-No se retrasaría más de seis horas -añadió Willoughby-, si consintiera en aplazar su viaje hasta que volvamos."
792,"Elinor then heard Willoughby say, in a low voice to Marianne, ""There are some people who cannot bear a party of pleasure.",Elinor escuchó entonces a Willoughby decirle en voz baja a Marianne: -Algunas personas no soportan una excursión de placer.
794,"He was afraid of catching cold I dare say, and invented this trick for getting out of it.","Tenía miedo de resfriarse, diría yo, e inventó esta triquiñuela para escaparse."
795,"I would lay fifty guineas the letter was of his own writing.""",Apostaría cincuenta guineas a que él mismo escribió la carta.
797,"""There is no persuading you to change your mind, Brandon, I know of old,"" said Sir John, ""when once you are determined on anything.","-Cuando usted toma una decisión, Brandon -dijo sir John-, no hay manera de persuadirlo a que cambie de opinión, siempre lo he sabido."
800,Colonel Brandon again repeated his sorrow at being the cause of disappointing the party; but at the same time declared it to be unavoidable.,"El coronel Brandon volvió a repetir cuánto lamentaba que por su causa se frustrara la excursión, pero al mismo tiempo declaró que ello era inevitable."
804,"But it is so uncertain, when I may have it in my power to return, that I dare not engage for it at all.""","Pero tengo tan poca certeza respecto de cuándo podré volver, que no me atrevo a comprometerme a ello."
806,"""If he is not here by the end of the week, I shall go after him.""","Si no está acá a fines de semana, iré a buscarlo."
807,"""Ay, so do, Sir John,"" cried Mrs. Jennings, ""and then perhaps you may find out what his business is.""","-Sí, hágalo, sir John -exclamó la señora Jennings-, y así quizás pueda descubrir de qué se trata su negocio."
808,"""I do not want to pry into other men's concerns. I suppose it is something he is ashamed of.""",-No quiero entrometerme en los asuntos de otro hombre; me imagino que es algo que lo avergüenza..
810,"""You do not go to town on horseback, do you?"" added Sir John.","-No pensará ir a la ciudad a caballo, ¿verdad? -añadió sir John."
813,"""Well, as you are resolved to go, I wish you a good journey.","-Bien, como está decidido a irse, le deseo buen viaje."
817,"""Is there no chance of my seeing you and your sisters in town this winter, Miss Dashwood?""","¿Hay alguna posibilidad de verla a usted y a Sus hermanas en la ciudad este invierno, señorita. Dashwood?"
819,"""Then I must bid you farewell for a longer time than I should wish to do.""",-Entonces debo decirle adiós por más tiempo del que quisiera.
820,"To Marianne, he merely bowed and said nothing. ""Come Colonel,"" said Mrs. Jennings, ""before you go, do let us know what you are going about.""","Frente a Marianne sólo inclinó la cabeza, sin decir nada. -Vamos, coronel -insistió la señora Jennings-, antes de irse, cuéntenos a qué va."
821,"He wished her a good morning, and, attended by Sir John, left the room.","El coronel le deseó los buenos días y, acompañado de sir John, abandonó la habitación."
822,"The complaints and lamentations which politeness had hitherto restrained, now burst forth universally; and they all agreed again and again how provoking it was to be so disappointed.","Las quejas y lamentaciones que hasta el momento la buena educación había reprimido, ahora estallaron de manera generalizada; y todos estuvieron de acuerdo una y otra vez en lo molesto que era sentirse así de frustrado."
823,"""I can guess what his business is, however,"" said Mrs. Jennings exultingly.","-Puedo adivinar, sin embargo, qué negocio es ése -dijo la señora Jennings con gran alborozo."
829,"She is a relation of the Colonel's, my dear; a very near relation.","Es pariente del coronel, querida; una pariente muy cercana."
830,"We will not say how near, for fear of shocking the young ladies."" Then, lowering her voice a little, she said to Elinor, ""She is his natural daughter.""","No diremos cuán cercana, por temor a escandalizar a las jovencitas. -Luego, bajando la voz un tanto, le dijo a Elinor-: Es su hija natural."
833,"I dare say the Colonel will leave her all his fortune.""",Me atrevería a decir que el coronel le dejará su fortuna.
835,"The carriages were then ordered; Willoughby's was first, and Marianne never looked happier than when she got into it.","Trajeron entonces los carruajes; el de Willoughby fue el primero, y nunca se vio más contenta Marianne que cuando subió a él."
837,"They both seemed delighted with their drive; but said only in general terms that they had kept in the lanes, while the others went on the downs.","Ambos parecían encantados con su paseo, pero dijeron sólo en términos generales que no habían salido de los caminos, en tanto los otros habían ido hacia las lomas."
838,"It was settled that there should be a dance in the evening, and that every body should be extremely merry all day long.",Se acordó que al atardecer habría un baile y que todos deberían estar extremadamente alegres durante todo el día.
839,"Some more of the Careys came to dinner, and they had the pleasure of sitting down nearly twenty to table, which Sir John observed with great contentment.","Otros miembros de la familia Carey llegaron a cenar, y tuvieron el placer de juntarse casi veinte a la mesa, lo que sir John observó muy contento."
840,Willoughby took his usual place between the two elder Miss Dashwoods.,Willoughby ocupó su lugar habitual entre las dos señoritas Dashwood mayores.
844,"""Did not you know,"" said Willoughby, ""that we had been out in my curricle?""",¿Acaso no sabía usted -dijo Willoughby- que habíamos salido en mi calesa?
845,"""Yes, yes, Mr. Impudence, I know that very well, and I was determined to find out WHERE you had been to.-- I hope you like your house, Miss Marianne.","-Sí, sí, señor Descaro, eso lo sé bien, y estaba decidida a descubrir dónde habían estado. Espero que le guste su casa, señorita Marianne."
852,"""Why should you imagine, Elinor, that we did not go there, or that we did not see the house?","-¿Por qué habías de pensar, Elinor, que no fuimos allá o que no vimos la casa?"
856,"""I am afraid,"" replied Elinor, ""that the pleasantness of an employment does not always evince its propriety.""",-Temo -respondió Elinor- que lo agradable de una ocupación no es siempre prueba de su corrección.
858,"""But, my dear Marianne, as it has already exposed you to some very impertinent remarks, do you not now begin to doubt the discretion of your own conduct?""","- -Pero, mi querida Marianne, como esto ya te ha expuesto a algunas observaciones bastante impertinentes, ¿no comienzas a dudar ahora de la discreción de tu conducta?"
859,"""If the impertinent remarks of Mrs. Jennings are to be the proof of impropriety in conduct, we are all offending every moment of our lives.","-Si las observaciones impertinentes de la señora Jennings van a ser prueba de la incorrección de una conducta, todos nos encontramos en falta en cada uno de los momentos de nuestra vida."
860,I value not her censure any more than I should do her commendation.,No valoro sus censuras más de lo que valoraría sus elogios.
861,"I am not sensible of having done anything wrong in walking over Mrs. Smith's grounds, or in seeing her house.",No tengo conciencia de haber hecho nada malo al pasear por los jardines de la señora Smith o visitar su casa.
863,"""If they were one day to be your own, Marianne, you would not be justified in what you have done.""","-Si un día fueran a ser tuyas, Marianne, eso no justificaría lo que has hecho."
865,"It is a corner room, and has windows on two sides.","Está situada en una esquina, con ventanas a ambos lados."
868,"Could Elinor have listened to her without interruption from the others, she would have described every room in the house with equal delight.","Si Elinor la hubiera podido escuchar sin interrupciones de los demás, le habría descrito cada habitación de la casa con idéntico entusiasmo."
875,"The estate at Delaford was never reckoned more than two thousand a year, and his brother left everything sadly involved.","Nunca se ha sabido que sus tierras en Delaford produzcan más de dos mil libras al año, y su hermano dejó todo lamentablemente comprometido."
876,"I do think he must have been sent for about money matters, for what else can it be?","En verdad creo que lo han llamado por asuntos de dinero, porque, ¿qué otra cosa puede ser?"
879,"Perhaps it is about Miss Williams and, by the bye, I dare say it is, because he looked so conscious when I mentioned her.","Quizá se trate de la señorita Williams... y, a propósito, me atrevo a decir que sí, porque pareció afectarle tanto cuando se la mencioné."
880,"May be she is ill in town; nothing in the world more likely, for I have a notion she is always rather sickly.","Quizá ella se encuentre enferma en la ciudad; es bastante posible, porque tengo la idea de que es harto enfermiza."
884,"May be his sister is worse at Avignon, and has sent for him over.","Quizá su hermana haya empeorado en Avignon, y lo ha mandado a buscar."
885,His setting off in such a hurry seems very like it.,Su apuro en partir parece concordar con ello.
886,"Well, I wish him out of all his trouble with all my heart, and a good wife into the bargain.""","Bueno, le deseo de todo corazón que salga de todos sus problemas, y con una buena esposa por añadidura."
887,"So wondered, so talked Mrs. Jennings. Her opinion varying with every fresh conjecture, and all seeming equally probable as they arose.","Así divagaba la señora Jennings, así hablaba; sus opiniones cambiaban con cada nueva conjeturo y todas le parecían igualmente probables en el momento en que nacían."
889,"It was engrossed by the extraordinary silence of her sister and Willoughby on the subject, which they must know to be peculiarly interesting to them all.",Estaba por Completo ocupada en dilucidar el extraordinario silencio de su hermana y de Willoughby respecto de aquello que debían saber que era de especial interés para todos.
890,"As this silence continued, every day made it appear more strange and more incompatible with the disposition of both.","Como persistía este silencio, cada día que pasaba lo hacía parecer más extraño e incompatible con el carácter de ambos."
891,"Why they should not openly acknowledge to her mother and herself, what their constant behaviour to each other declared to have taken place, Elinor could not imagine.","Por qué no reconocían abiertamente ante su madre y ella misma lo que, minuto a minuto, su mutuo comportamiento declaraba haber tenido lugar, era algo que Elinor no podía imaginar."
892,"She could easily conceive that marriage might not be immediately in their power; for though Willoughby was independent, there was no reason to believe him rich.","Fácilmente podía entender que el matrimonio no fuera algo que Willoughby pudiera emprender de inmediato; pues aunque era independiente, no había razón alguna para creerlo rico."
895,"Nothing could be more expressive of attachment to them all, than Willoughby's behaviour.","A los ojos de toda la familia, no había señal más clara del afecto que se profesaban que el comportamiento de Willoughby."
901,"Not a stone must be added to its walls, not an inch to its size, if my feelings are regarded.""","No deben agregar ni una sola piedra a sus muros, ni una pulgada a su tamaño, si tienen alguna consideración con mis sentimientos."
902,"""Do not be alarmed,"" said Miss Dashwood, ""nothing of the kind will be done; for my mother will never have money enough to attempt it.""","-No se alarme -dijo la señorita Dashwood-, no se hará nada de ese estilo, pues mi madre nunca tendrá el dinero suficiente para intentarlo."
904,"""May she always be poor, if she can employ her riches no better.""",Ojalá siempre sea pobre si no puede utilizar sus riquezas en nada mejor.
908,"But are you really so attached to this place as to see no defect in it?"" ""I am,"" said he.","Pero, ¿en verdad siente tanto apego a este lugar como para no ver defectos en él? -Sí -dijo él-."
911,"""With dark narrow stairs and a kitchen that smokes, I suppose,"" said Elinor.","-Con escaleras oscuras y estrechas y una cocina llena de humo, supongo -comentó Elinor."
912,"""Yes,"" cried he in the same eager tone, ""with all and every thing belonging to it;--in no one convenience or INconvenience about it, should the least variation be perceptible.","-Sí -exclamó él con el mismo tono vehemente-, con todas y cada una de las cosas que tiene; en ninguna de sus comodidades o incomodidades debe notarse el más mínimo cambio."
913,"Then, and then only, under such a roof, I might perhaps be as happy at Combe as I have been at Barton.""","Entonces, y sólo entonces, bajo tal techo, puede que quizá sea tan feliz en Combe como lo he sido en Barton."
916,"Mrs. Dashwood looked with pleasure at Marianne, whose fine eyes were fixed so expressively on Willoughby, as plainly denoted how well she understood him.","La señora Dashwood contempló llena de placer a Marianne, cuyos hermosos ojos estaban fijos de manera tan expresiva en Willoughby, que denotaban claramente cuán bien lo comprendía."
917,"""How often did I wish,"" added he, ""when I was at Allenham this time twelvemonth, that Barton cottage were inhabited!","-¡Cuán a menudo deseé -añadió el joven-, cuando estuve en Allenham hace un año ya, que la casita de Barton estuviese habitada!"
918,"I never passed within view of it without admiring its situation, and grieving that no one should live in it.","Nunca pasé por sus alrededores sin admirar su ubicación, y lamentando que nadie viviera en ella."
920,"Must it not have been so, Marianne?"" speaking to her in a lowered voice.","¿No es así como debió ocurrir, Marianne? -le dijo en voz más queda."
921,"Then continuing his former tone, he said, ""And yet this house you would spoil, Mrs. Dashwood?","Y luego, retomando su tono anterior, continuó-: ¡Y aun así, señora Dashwood, usted querría arruinar esta casa!"
923,Mrs. Dashwood again assured him that no alteration of the kind should be attempted.,La señora Dashwood le aseguró nuevamente que no se llevaría a cabo ninguna transformación como las por él mencionadas.
924,"""You are a good woman,"" he warmly replied. ""Your promise makes me easy.","-Es usted una buena mujer -replicó él con expresión de gran calidez-, Su promesa me tranquiliza."
925,"Extend it a little farther, and it will make me happy.","Amplíela un poco más, y me hará feliz."
927,"The promise was readily given, and Willoughby's behaviour during the whole of the evening declared at once his affection and happiness.","La promesa fue prontamente dada, y durante toda la tarde la conducta de Willoughby no dejó de manifestar tanto su afecto como su felicidad."
928,"""Shall we see you tomorrow to dinner?"" said Mrs. Dashwood, when he was leaving them.",-¿Lo veremos mañana para cenar? -le preguntó la señora Dashwood cuando se iba-.
929,"""I do not ask you to come in the morning, for we must walk to the park, to call on Lady Middleton.""","No le pido que venga en la mañana, porque debemos ir a Barton Park a visitar a lady Middleton."
933,"On their return from the park they found Willoughby's curricle and servant in waiting at the cottage, and Mrs. Dashwood was convinced that her conjecture had been just.","Al volver de la finca, encontraron la calesa de. Wiloùghby y a su sirviente esperando en la puerta, y la señora Dashwood estuvo cierta de que su conjetura había sido acertada."
934,So far it was all as she had foreseen; but on entering the house she beheld what no foresight had taught her to expect.,Hasta ese momento era todo tal como ella lo había previsto; pero al ingresar en la casa contempló lo que ninguna previsión le había permitido esperar.
936,"Surprised and alarmed they proceeded directly into the room she had just quitted, where they found only Willoughby, who was leaning against the mantel-piece with his back towards them.","Sorprendidas y alarmadas, entraron directamente a la habitación que ella acababa de abandonar, donde encontraron a Willoughby apoyado contra la repisa de la chimenea y vuelto de espaldas hacia ellas."
937,"He turned round on their coming in, and his countenance shewed that he strongly partook of the emotion which over-powered Marianne.","Giró al sentirlas entrar, y su semblante mostró que compartía intensamente la emoción a la cual había sucumbido Marianne."
938,"""Is anything the matter with her?"" cried Mrs. Dashwood as she entered--""is she ill?""",-¿Ocurre algo con ella? . -exclamó la señora Dashwood al entrar-. ¿Está enferma?
941,"""Yes, for I am unable to keep my engagement with you.","-Sí, porque me veo incapacitado de cumplir mi compromiso con ustedes."
942,"Mrs. Smith has this morning exercised the privilege of riches upon a poor dependent cousin, by sending me on business to London.","Esta mañana la señora Smith ha ejercido el privilegio de los ricos sobre un pobre primo que depende de ella, y me ha enviado por negocios a Londres."
943,"I have just received my dispatches, and taken my farewell of Allenham; and by way of exhilaration I am now come to take my farewell of you.""","Acabo de recibir de ella las cartas credenciales y me he despedido de Allenham; y para colmar estos tan jocosos sucesos, he venido a despedirme de ustedes."
947,"But Mrs. Smith must be obliged;--and her business will not detain you from us long I hope.""","Pero hay que plegarse a los deseos de la señora Smith... y sus negocios no lo mantendrán alejado de nosotros por mucho tiempo, espero."
948,"He coloured as he replied, ""You are very kind, but I have no idea of returning into Devonshire immediately.","Se sonrojó el joven al contestar: -Es usted muy amable, pero no tengo planes de volver a Devonshire de inmediato."
949,"My visits to Mrs. Smith are never repeated within the twelvemonth.""",Mis visitas a la señora Smith nunca se repiten dentro del año.
951,Is Allenham the only house in the neighbourhood to which you will be welcome?,¿Y Allenham es la única casa de los alrededores a la que es bienvenido?
953,"His colour increased; and with his eyes fixed on the ground he only replied, ""You are too good.""","Su bochorno se hizo más intenso y, con los ojos fijos en el piso, se limitó a contestar: -Es usted demasiado buena."
960,"Mrs. Dashwood was too much astonished to speak, and another pause succeeded.","El asombro de la señora Dashwood le impedía hablar, y sobrevino una nueva pausa."
961,"This was broken by Willoughby, who said with a faint smile, ""It is folly to linger in this manner.","Esta fue interrumpida por Willoughby, que dijo con una débil sonrisa: -Es una locura demorar mi partida en esta forma."
962,"I will not torment myself any longer by remaining among friends whose society it is impossible for me now to enjoy.""",No me atormentaré más quedándome entre amigos de cuya compañía ahora me es imposible gozar.
963,He then hastily took leave of them all and left the room.,Se despidió rápidamente de ellas y abandonó la habitación.
964,"They saw him step into his carriage, and in a minute it was out of sight.","Lo vieron trepar a su carruaje, y en un minuto se había perdido de vista."
965,"Mrs. Dashwood felt too much for speech, and instantly quitted the parlour to give way in solitude to the concern and alarm which this sudden departure occasioned.","La señora Dashwood estaba demasiado impactada para hablar, y en el mismo momento salió de la sala para entregarse a solas a la preocupación y alarma que tan repentina partida había suscitado en ella."
967,She thought of what had just passed with anxiety and distrust.,Meditaba en lo ocurrido con ansiedad y desconfianza.
971,"In about half an hour her mother returned, and though her eyes were red, her countenance was not uncheerful.","Alrededor de media hora después volvió su madre, y aunque tenía los ojos enrojecidos, su semblante no era desdichado."
972,"""Our dear Willoughby is now some miles from Barton, Elinor,"" said she, as she sat down to work, ""and with how heavy a heart does he travel?""","-Nuestro querido Willoughby está ya a algunas millas de Barton, Elinor -le dijo, mientras se sentaba a trabajar-, ¡y con cuánto pesar en el corazón debe estar viajando!"
976,"And last night he was with us so happy, so cheerful, so affectionate?","¡Y anoche estaba tan feliz aquí, tan alegre, tan cariñoso!"
977,"And now, after only ten minutes notice--Gone too without intending to return!--Something more than what he owned to us must have happened.","Y ahora, con sólo diez minutos de aviso... ¿se ha ido sin intenciones de volver? Debe haber ocurrido algo más de lo que era su deber comunicarnos."
979,YOU must have seen the difference as well as I. What can it be?,Usted tiene que haber notado la diferencia tal como lo hice yo.
981,"Why else should he have shewn such unwillingness to accept your invitation here?""--",¿Qué otro motivo puede haber tenido él para mostrar tan pocos deseos de aceptar su invitación a esta casa?
982,"""It was not inclination that he wanted, Elinor; I could plainly see THAT.","-¡No eran deseos lo que le faltaba, Elinor! Lo vi con toda claridad."
984,"I have thought it all over I assure you, and I can perfectly account for every thing that at first seemed strange to me as well as to you.""","Lo he pensado una y otra vez, te lo aseguro, y puedo explicar a la perfección todo lo que a primera vista me pareció tan extraño como a ti."
994,"""Then you would have told me, that it might or might not have happened.","-Entonces me habrías dicho que las cosas podrían haber ocurrido así, o no."
997,"You had rather look out for misery for Marianne, and guilt for poor Willoughby, than an apology for the latter.","Prefieres buscar el infortunio para Marianne y la culpa para el pobre Willoughby, antes que una disculpa para él."
998,"You are resolved to think him blameable, because he took leave of us with less affection than his usual behaviour has shewn.","Estás resuelta a creerlo culpable, porque se despidió de nosotras con menos afecto del que en general nos ha demostrado."
999,"And is no allowance to be made for inadvertence, or for spirits depressed by recent disappointment?","¿Y no te es posible hacer alguna concesión al atolondramiento, o a un ánimo abatido por desengaños recientes?"
1000,"Are no probabilities to be accepted, merely because they are not certainties?","¿Es que no puede aceptarse ninguna probabilidad, simplemente porque no es una certeza?"
1001,"Is nothing due to the man whom we have all such reason to love, and no reason in the world to think ill of?","¿Nada se le debe al hombre al que tenemos tantos motivos para querer, y ninguno en el mundo para pensar mal?"
1002,"To the possibility of motives unanswerable in themselves, though unavoidably secret for a while?","¿No le debemos abrirnos a la posibilidad de que haya motivos incuestionables en sí mismos, pero inevitablemente secretos durante un tiempo?"
1005,But suspicion of something unpleasant is the inevitable consequence of such an alteration as we just witnessed in him.,Pero es inevitable sospechar algo desagradable tras ver un trastorno tan grande como el que observamos en él.
1007,"Willoughby may undoubtedly have very sufficient reasons for his conduct, and I will hope that he has.","Es indudable que Willoughby puede tener motivos suficientes para haberse comportado así, y espero que los tenga."
1008,But it would have been more like Willoughby to acknowledge them at once.,Pero habría sido más propio de su carácter haberlos dado a conocer.
1010,"But you really do admit the justice of what I have said in his defence?--I am happy--and he is acquitted."" ""Not entirely.","En todo caso, ¿realmente sí admites la justicia de lo que he dicho en su defensa? Eso me alegra... y a él lo absuelve. -No por completo."
1012,"But this is no excuse for their concealing it from us.""",Pero eso no es excusa para ocultárnoslo a nosotras.
1013,"""Concealing it from us! my dear child, do you accuse Willoughby and Marianne of concealment?","-¡Ocultárnoslo a nosotras! Mi niña querida, ¿acusas a Willoughby y a Marianne de ocultamiento?"
1014,"This is strange indeed, when your eyes have been reproaching them every day for incautiousness.""","Esto es en verdad extraño, cuando tus ojos los han acusado a diario por su falta de cautela."
1015,"""I want no proof of their affection,"" said Elinor; ""but of their engagement I do.""","-No me falta prueba alguna de su afecto -dijo Elinor-, pero sí de su compromiso."
1017,"""Yet not a syllable has been said to you on the subject, by either of them.""","-Pero ni una palabra le han dicho, ninguno de los dos, sobre esta materia."
1018,"""I have not wanted syllables where actions have spoken so plainly.",-No he necesitado palabras donde las acciones han hablado por sí mismas con tanta claridad.
1021,"Has not my consent been daily asked by his looks, his manner, his attentive and affectionate respect?","¿No ha solicitado a diario mi consentimiento a través de sus miradas, sus modales, sus atenciones afectuosas y llenas de respeto?"
1026,"You must think wretchedly indeed of Willoughby, if, after all that has openly passed between them, you can doubt the nature of the terms on which they are together.","Ciertamente debes pensar horrores de Willoughby si, después de cuanto ha pasado entre ellos a la vista de todos, puedes dudar de la naturaleza de los lazos que los unen."
1027,Has he been acting a part in his behaviour to your sister all this time?,¿Ha estado representando un papel frente a tu hermana todo este tiempo?
1028,"Do you suppose him really indifferent to her?"" ""No, I cannot think that.","¿Lo crees de verdad indiferente a ella? -No, no puedo creer tal cosa."
1030,"""But with a strange kind of tenderness, if he can leave her with such indifference, such carelessness of the future, as you attribute to him.""","-Pero con una rara clase de ternura, si puede dejarla con tal indiferencia, con tal despreocupación por el futuro como la que tú le atribuyes."
1031,"""You must remember, my dear mother, that I have never considered this matter as certain.","-Debe recordar, madre querida, que nunca he dado por ciertos estos asuntos."
